country,year,pop,gdp
Botswana,1977,891926,1318.731377
Brazil,1977,112867867,840176.9622
Brunei,1977,174773,9464.255592
Bulgaria,1977,8804183,
Burkina Faso,1977,6398935,1891.660661
Burundi,1977,3821194,1133.198417
Cambodia,1977,7194279,
Cameroon,1977,7890969,8462.709264
Canada,1977,23796000,708722.6435
Cape Verde,1977,275767,
Central African Republic,1977,2110457,1318.956846
Chad,1977,4253989,2521.507874
Chile,1977,10766419,46839.26911
China,1977,943455000,263530.1345
Colombia,1977,25905127,87499.57124
Comoros,1977,275900,
Congo,1977,1686524,3010.476902
"Congo, Dem. Republic",1977,24247550,21811.93599
Cook Islands,1977,,
Costa Rica,1977,2207725,10559.60618
Cote d'Ivoire,1977,7248828,16360.12826
Croatia,1977,4532000,
Cuba,1977,9634680,29240.17937
Cyprus,1977,665528,5349.643518
Czech Republic,1977,10186755,
Denmark,1977,5088419,176368.7362
Djibouti,1977,277479,
Dominica,1977,73411,184.9431546
Dominican Republic,1977,5411865,12725.11191
Ecuador,1977,7374234,25863.62838
Egypt,1977,41026477,42619.99215
El Salvador,1977,4329964,13227.16025
Equatorial Guinea,1977,246677,
Eritrea,1977,2193068,
Estonia,1977,1450211,
Ethiopia,1977,33622390,
European Union (28),1977,454356174,7957328.135
Fiji,1977,598259,1653.679307
Finland,1977,4738902,105555.2526
France,1977,54764462,1364034.018
Gabon,1977,678774,11310.77069
Gambia,1977,551817,297.2690871
Georgia,1977,4372100,14587.43491
Germany,1977,78159814,1875583.307
Ghana,1977,10189890,9162.876199
Greece,1977,9308479,165524.4985
Grenada,1977,90184,265.6712078
Guatemala,1977,6765516,15979.62705
Guinea,1977,4398484,
Guinea-Bissau,1977,786754,393.8122288
Guyana,1977,762424,1573.382062
Haiti,1977,5341419,
Honduras,1977,3352835,5194.525575
Hungary,1977,10648031,
Iceland,1977,221799,5171.432219
India,1977,650485030,254103.3125
Indonesia,1977,137322118,144181.9549
Iran,1977,34810723,274650.3375
Iraq,1977,12460914,25881.97934
Ireland,1977,3282200,50826.50324
Israel,1977,3613000,56086.40672
Italy,1977,55955411,1219516.514
Jamaica,1977,2080538,8522.952928
Japan,1977,113863000,2607142.192
Jordan,1977,2176135,4542.259036
Kazakhstan,1977,14070681,
Kenya,1977,14528293,12026.36225
Kiribati,1977,56810,174.2287887
Korea (North),1977,16796578,
Korea (South),1977,36411795,119250.4548
Kuwait,1977,1157033,
Kyrgyzstan,1977,3423900,
Laos,1977,3135842,
Latvia,1977,2485073,
Lebanon,1977,2606221,
Lesotho,1977,1210799,618.8663612
Liberia,1977,1720489,2658.009436
Libya,1977,2865637,
Liechtenstein,1977,24440,
Lithuania,1977,3355036,
Luxembourg,1977,361358,14454.9983
"Macedonia, FYR",1977,1851069,
Madagascar,1977,7998164,5027.468159
Malawi,1977,5627533,2181.438334
Malaysia,1977,12790546,36529.09664
Maldives,1977,144736,
Mali,1977,6712401,3047.764738
Malta,1977,306970,2209.310464
Marshall Islands,1977,27470,
Mauritania,1977,1407436,1628.171649
Mauritius,1977,921379,2263.412225
Mexico,1977,64345884,396718.8469
Micronesia,1977,66105,
Moldova,1977,3312000,
Mongolia,1977,1562209,
Montenegro,1977,557576,
Morocco,1977,18636977,24509.7375
Mozambique,1977,10936936,
Myanmar,1977,31144324,5831.388166
Namibia,1977,949193,
Nauru,1977,7235,
Nepal,1977,13926260,4040.316405
Netherlands,1977,13856185,400833.5737
New Zealand,1977,3120200,67104.46103
Nicaragua,1977,2973806,7628.502878
Niger,1977,5490921,2606.457888
Nigeria,1977,67215805,137137.975
Niue,1977,,
Norway,1977,4043205,174987.6958
Oman,1977,977808,10734.51651
Pakistan,1977,70946231,35148.38979
Palau,1977,12225,
Panama,1977,1837890,6688.700659
Papua New Guinea,1977,3039660,3574.885259
Paraguay,1977,2935375,5382.545822
Peru,1977,16061323,60274.03123
Philippines,1977,43650333,68455.38461
Poland,1977,34689050,
Portugal,1977,9455675,106492.9565
Qatar,1977,182443,
Romania,1977,21756096,
Russian Federation,1977,136100000,
Rwanda,1977,4647615,1602.020601
Saint Kitts & Nevis,1977,43942,177.9536593
Saint Lucia,1977,112831,346.4401508
Saint Vincent & Grenadines,1977,97649,200.6680582
Samoa,1977,153247,
Sao Tome & Principe,1977,87434,
Saudi Arabia,1977,8231604,317387.7243
Senegal,1977,5189539,4983.337101
Serbia,1977,,
Seychelles,1977,61786,288.2460786
Sierra Leone,1977,3134800,1464.394504
Singapore,1977,2325300,24549.17492
Slovakia,1977,4840501,
Slovenia,1977,1842377,
Solomon Islands,1977,207937,
Somalia,1977,4827362,
South Africa,1977,27009755,168331.6943
Spain,1977,36511638,630252.2587
Sri Lanka,1977,13942000,11490.27713
Sudan,1977,13034625,17093.40411
Suriname,1977,361043,2930.196819
Swaziland,1977,550118,822.988702
Sweden,1977,8251540,240481.5145
Switzerland,1977,6281174,
Syria,1977,8060649,
Tajikistan,1977,3586499,
Tanzania,1977,17017670,
Thailand,1977,44416010,54415.51254
Togo,1977,2518566,1540.959652
Tonga,1977,90295,
Trinidad & Tobago,1977,1039761,9053.810551
Tunisia,1977,5915006,10604.26359
Turkey,1977,41108248,222850.9001
Turkmenistan,1977,2664257,
Tuvalu,1977,7816,
Uganda,1977,11470867,
Ukraine,1977,49290905,
United Arab Emirates,1977,748117,80386.80282
United Kingdom,1977,56193492,1159217.084
United States of America,1977,220239000,6009496.747
Uruguay,1977,2857105,18103.95333
Uzbekistan,1977,14681459,
Vanuatu,1977,106222,
Venezuela,1977,14127787,219789.7382
Vietnam,1977,50295000,
World,1977,4211781677,25172230.1
Yemen,1977,7271872,
Zambia,1977,5317631,7527.629234
Zimbabwe,1977,6501893,7291.667389
Afghanistan,1978,13237734,
Albania,1978,2566266,
Algeria,1978,18212326,64633.72493
Andorra,1978,33737,1428.404797
Angola,1978,8376147,
Antigua & Barbuda,1978,73324,336.753935
Argentina,1978,27277741,197151.6222
Armenia,1978,2997411,
Australia,1978,14358000,408218.2542
Austria,1978,7562305,193789.0977
Azerbaijan,1978,5957929,
Bahamas,1978,201513,3279.552844
Bahrain,1978,323473,
Bangladesh,1978,77033846,27093.39764
Barbados,1978,250032,
Belarus,1978,9525000,
Belgium,1978,9839534,253433.0617
Belize,1978,138965,266.4613503
Benin,1978,3523938,1939.668872
Bhutan,1978,385384,
Bolivia,1978,5350322,9318.310167
Bosnia & Herzegovina,1978,4100350,
Botswana,1978,927585,1507.742529
Brazil,1978,115577669,867329.0415
Brunei,1978,181257,10105.53788
Bulgaria,1978,8814032,
Burkina Faso,1978,6530819,1978.825073
Burundi,1978,3913768,1122.539825
Cambodia,1978,6955566,
Cameroon,1978,8122529,10324.7596
Canada,1978,24036000,736742.6401
Cape Verde,1978,278739,
Central African Republic,1978,2162249,1334.906139
Chad,1978,4335645,2509.666011
Chile,1978,10930783,50446.40976
China,1978,956165000,294275.2572
Colombia,1978,26502166,94905.0537
Comoros,1978,286634,
Congo,1978,1736099,3201.935617
"Congo, Dem. Republic",1978,24954655,20646.02443
Cook Islands,1978,,
Costa Rica,1978,2266154,11221.44923
Cote d'Ivoire,1978,7585914,18144.92887
Croatia,1978,4556000,
Cuba,1978,9711392,31168.86118
Cyprus,1978,673251,5765.706873
Czech Republic,1978,10242098,
Denmark,1978,5104248,180295.2486
Djibouti,1978,308008,
Dominica,1978,74242,206.7155832
Dominican Republic,1978,5543517,12997.51643
Ecuador,1978,7571959,27339.62038
Egypt,1978,42004655,45083.30902
El Salvador,1978,4417516,13931.21102
Equatorial Guinea,1978,244485,
Eritrea,1978,2254450,
Estonia,1978,1460188,
Ethiopia,1978,34068316,
European Union (28),1978,456143315,8213915.113
Fiji,1978,609345,1684.493992
Finland,1978,4752528,108637.1578
France,1978,54947975,1418306.284
Gabon,1978,694732,8590.62014
Gambia,1978,567831,316.0459294
Georgia,1978,4397700,15671.15408
Germany,1978,78091820,1932010.098
Ghana,1978,10354499,9939.515685
Greece,1978,9429959,177519.8328
Grenada,1978,89073,279.8617754
Guatemala,1978,6933906,16778.07944
Guinea,1978,4421134,
Guinea-Bissau,1978,788495,445.5041928
Guyana,1978,770125,1544.963812
Haiti,1978,5450549,
Honduras,1978,3458104,5714.274287
Hungary,1978,10684822,
Iceland,1978,223537,5482.582536
India,1978,665502284,268619.0457
Indonesia,1978,140665856,153938.8485
Iran,1978,35972652,239382.8813
Iraq,1978,12859094,30296.65942
Ireland,1978,3329100,54479.26602
Israel,1978,3690000,58790.6208
Italy,1978,56155143,1259030.554
Jamaica,1978,2105664,8518.376076
Japan,1978,114898000,2744589.203
Jordan,1978,2234594,5496.320493
Kazakhstan,1978,14215111,
Kenya,1978,15082994,12857.68376
Kiribati,1978,57662,176.0749053
Korea (North),1978,17015983,
Korea (South),1978,36969185,132099.0847
Kuwait,1978,1227601,
Kyrgyzstan,1978,3487100,
Laos,1978,3168843,
Latvia,1978,2497921,
Lebanon,1978,2604865,
Lesotho,1978,1243352,732.2233383
Liberia,1978,1771256,2786.025035
Libya,1978,2979093,
Liechtenstein,1978,24962,
Lithuania,1978,3379514,
Luxembourg,1978,362007,15044.03542
"Macedonia, FYR",1978,1877688,
Madagascar,1978,8230218,4893.646712
Malawi,1978,5806845,2394.020984
Malaysia,1978,13123069,38959.02484
Maldives,1978,148892,
Mali,1978,6831295,3003.161422
Malta,1978,310182,2455.895099
Marshall Islands,1978,28405,
Mauritania,1978,1448414,1619.954042
Mauritius,1978,933499,2350.119158
Mexico,1978,66039488,432252.7252
Micronesia,1978,68222,
Moldova,1978,3339000,
Mongolia,1978,1603906,
Montenegro,1978,562065,
Morocco,1978,19081718,25056.95744
Mozambique,1978,11248046,
Myanmar,1978,31872230,6211.467377
Namibia,1978,970258,
Nauru,1978,7311,
Nepal,1978,14241403,4218.322297
Netherlands,1978,13941700,411641.0359
New Zealand,1978,3121200,67317.77187
Nicaragua,1978,3065117,7030.519766
Niger,1978,5652355,2957.615854
Nigeria,1978,69293550,129233.1249
Niue,1978,,
Norway,1978,4058671,181758.551
Oman,1978,1032800,10338.03381
Pakistan,1978,73194937,37977.31976
Palau,1978,12153,
Panama,1978,1884515,7343.701297
Papua New Guinea,1978,3125034,3880.53292
Paraguay,1978,3012829,6029.997723
Peru,1978,16491083,58681.28816
Philippines,1978,44866273,71995.96781
Poland,1978,34965600,
Portugal,1978,9558250,109491.762
Qatar,1978,192093,
Romania,1978,21951464,
Russian Federation,1978,137060000,
Rwanda,1978,4803725,1748.618956
Saint Kitts & Nevis,1978,43703,185.7486444
Saint Lucia,1978,114546,384.7554354
Saint Vincent & Grenadines,1978,98633,220.2874887
Samoa,1978,154007,
Sao Tome & Principe,1978,90089,
Saudi Arabia,1978,8679840,300820.9545
Senegal,1978,5315265,4786.299377
Serbia,1978,,
Seychelles,1978,62150,349.2150029
Sierra Leone,1978,3209263,1499.6327
Singapore,1978,2353600,26685.73524
Slovakia,1978,4890125,
Slovenia,1978,1862548,
Solomon Islands,1978,215347,
Somalia,1978,5417740,
South Africa,1978,27674446,173406.1356
Spain,1978,36864898,639472.8705
Sri Lanka,1978,14190000,12139.91865
Sudan,1978,13510421,16079.59659
Suriname,1978,361457,3153.287281
Swaziland,1978,567559,833.9108225
Sweden,1978,8275599,244693.6638
Switzerland,1978,6281738,
Syria,1978,8336418,
Tajikistan,1978,3688385,
Tanzania,1978,17555494,
Thailand,1978,45423436,60017.99579
Togo,1978,2576469,1711.165341
Tonga,1978,91364,
Trinidad & Tobago,1978,1054116,9960.683284
Tunisia,1978,6054911,11287.22838
Turkey,1978,42039935,226200.1998
Turkmenistan,1978,2734896,
Tuvalu,1978,7888,
Uganda,1978,11818307,
Ukraine,1978,49526883,
United Arab Emirates,1978,852262,79108.97155
United Kingdom,1978,56196504,1207849.544
United States of America,1978,222585000,6343726.022
Uruguay,1978,2875966,19076.85713
Uzbekistan,1978,15096012,
Vanuatu,1978,109429,
Venezuela,1978,14525931,224947.9756
Vietnam,1978,51436000,
World,1978,4285609387,26181934.13
Yemen,1978,7536764,
Zambia,1978,5501445,7569.314523
Zimbabwe,1978,6703182,7094.287604
Afghanistan,1979,13306695,
Albania,1979,2617832,
Algeria,1979,18760761,69466.92277
Andorra,1979,34818,1428.998402
Angola,1979,8641521,
Antigua & Barbuda,1979,73528,363.9627853
Argentina,1979,27684534,217305.9663
Armenia,1979,3049105,
Australia,1979,14514000,424775.4419
Austria,1979,7549425,204169.7981
Azerbaijan,1979,6053645,
Bahamas,1979,206032,4136.804861
Bahrain,1979,342798,
Bangladesh,1979,79236776,28394.3236
Barbados,1979,251177,
Belarus,1979,9584000,
Belgium,1979,9848382,259366.1147
Belize,1979,141305,286.4913073
Benin,1979,3618526,2066.44073
Bhutan,1979,397390,
Bolivia,1979,5469123,9330.735579
Bosnia & Herzegovina,1979,4138819,
Botswana,1979,964166,1690.91197
Brazil,1979,118342626,926014.996
Brunei,1979,187656,12385.59267
Bulgaria,1979,8825940,
Burkina Faso,1979,6671656,2051.341523
Burundi,1979,4013310,1141.229607
Cambodia,1979,6768724,
Cameroon,1979,8364835,10947.87111
Canada,1979,24277000,764775.1294
Cape Verde,1979,282415,
Central African Republic,1979,2218575,1301.998864
Chad,1979,4420716,1971.566321
Chile,1979,11096868,54693.14223
China,1979,969005000,316640.1767
Colombia,1979,27113512,100013.6536
Comoros,1979,297447,
Congo,1979,1787129,3516.148755
"Congo, Dem. Republic",1979,25661884,20734.82055
Cook Islands,1979,,
Costa Rica,1979,2326704,11775.69052
Cote d'Ivoire,1979,7934279,18579.3924
Croatia,1979,4571000,
Cuba,1979,9777290,31508.03553
Cyprus,1979,680011,6336.832968
Czech Republic,1979,10292341,
Denmark,1979,5116801,187270.9734
Djibouti,1979,336085,
Dominica,1979,74925,168.5886427
Dominican Republic,1979,5675931,13586.48579
Ecuador,1979,7772653,28360.49504
Egypt,1979,43027816,47805.8211
El Salvador,1979,4501316,13348.84942
Equatorial Guinea,1979,247078,
Eritrea,1979,2318495,
Estonia,1979,1468333,
Ethiopia,1979,34590226,
European Union (28),1979,457917540,8528562.413
Fiji,1979,621538,1890.420346
Finland,1979,4764690,116374.2162
France,1979,55130594,1468785.398
Gabon,1979,711533,8631.374495
Gambia,1979,585157,311.8482606
Georgia,1979,4430200,16826.17237
Germany,1979,78126350,2012195.536
Ghana,1979,10550777,9689.542688
Greece,1979,9548258,183346.1761
Grenada,1979,88568,295.5398658
Guatemala,1979,7106145,17568.90685
Guinea,1979,4457078,
Guinea-Bissau,1979,792462,454.3881896
Guyana,1979,776254,1516.602969
Haiti,1979,5566266,
Honduras,1979,3566665,5980.812087
Hungary,1979,10704152,
Iceland,1979,225735,5749.067977
India,1979,680915804,254548.2893
Indonesia,1979,144053518,165213.8062
Iran,1979,37252659,210607.239
Iraq,1979,13257799,36619.34666
Ireland,1979,3373750,56153.43363
Israel,1979,3786000,62485.49296
Italy,1979,56317749,1334058.192
Jamaica,1979,2132690,8428.07777
Japan,1979,115870000,2895103.623
Jordan,1979,2299655,5997.588667
Kazakhstan,1979,14362417,
Kenya,1979,15662852,13836.82544
Kiribati,1979,58506,155.6766377
Korea (North),1979,17235666,
Korea (South),1979,37534236,143493.4662
Kuwait,1979,1299683,
Kyrgyzstan,1979,3552000,
Laos,1979,3207328,
Latvia,1979,2505953,
Lebanon,1979,2602566,
Lesotho,1979,1276663,753.413287
Liberia,1979,1826881,2876.983729
Libya,1979,3096729,
Liechtenstein,1979,25447,
Lithuania,1979,3397842,
Luxembourg,1979,362856,15396.90964
"Macedonia, FYR",1979,1902719,
Madagascar,1979,8469672,5375.898482
Malawi,1979,5986332,2499.265827
Malaysia,1979,13460201,42601.34358
Maldives,1979,153386,
Mali,1979,6956579,3315.36039
Malta,1979,313342,2713.537483
Marshall Islands,1979,29418,
Mauritania,1979,1490603,1697.550486
Mauritius,1979,949888,2432.761704
Mexico,1979,67709689,474173.3299
Micronesia,1979,70550,
Moldova,1979,3366000,
Mongolia,1979,1646291,
Montenegro,1979,566888,
Morocco,1979,19543347,26258.13466
Mozambique,1979,11554979,
Myanmar,1979,32613888,6534.543031
Namibia,1979,991226,
Nauru,1979,7393,
Nepal,1979,14566691,4318.249197
Netherlands,1979,14038270,419932.1705
New Zealand,1979,3109000,68793.10973
Nicaragua,1979,3157355,5168.923281
Niger,1979,5818506,3168.996543
Nigeria,1979,71391290,137968.5487
Niue,1979,,
Norway,1979,4072517,189705.9621
Oman,1979,1091853,10785.85072
Pakistan,1979,75567682,39404.67285
Palau,1979,12124,
Panama,1979,1931389,7675.251131
Papua New Guinea,1979,3213360,3951.639631
Paraguay,1979,3094482,6745.284916
Peru,1979,16924753,61081.7933
Philippines,1979,46113995,76056.30694
Poland,1979,35247217,
Portugal,1979,9661265,115665.9339
Qatar,1979,205313,
Romania,1979,22090488,
Russian Federation,1979,138027000,
Rwanda,1979,4968074,1956.178418
Saint Kitts & Nevis,1979,43457,199.6320653
Saint Lucia,1979,116290,399.0735679
Saint Vincent & Grenadines,1979,99590,227.7395037
Samoa,1979,154760,
Sao Tome & Principe,1979,92649,
Saudi Arabia,1979,9179621,336677.1023
Senegal,1979,5448110,5121.421012
Serbia,1979,,
Seychelles,1979,62686,404.37121
Sierra Leone,1979,3286179,1567.285114
Singapore,1979,2383500,29199.41327
Slovakia,1979,4938973,
Slovenia,1979,1882599,
Solomon Islands,1979,222897,
Somalia,1979,5953615,
South Africa,1979,28360820,179979.1018
Spain,1979,37191330,639738.5491
Sri Lanka,1979,14472000,12917.30525
Sudan,1979,14002303,15272.62606
Suriname,1979,362125,2963.248949
Swaziland,1979,585344,859.8199794
Sweden,1979,8293678,254089.9091
Switzerland,1979,6294365,
Syria,1979,8625690,
Tajikistan,1979,3794420,
Tanzania,1979,18109884,
Thailand,1979,46412307,63242.02239
Togo,1979,2642846,1622.73672
Tonga,1979,92300,
Trinidad & Tobago,1979,1069202,10319.2052
Tunisia,1979,6205212,12028.51949
Turkey,1979,42993991,224788.4537
Turkmenistan,1979,2805818,
Tuvalu,1979,7962,
Uganda,1979,12178544,
Ukraine,1979,49751257,
United Arab Emirates,1979,952040,95661.39503
United Kingdom,1979,56246951,1252968.732
United States of America,1979,225055000,6545183.143
Uruguay,1979,2896023,20259.45377
Uzbekistan,1979,15516862,
Vanuatu,1979,112580,270.1943714
Venezuela,1979,14931739,226667.377
Vietnam,1979,52574000,
World,1979,4361295248,27272085.21
Yemen,1979,7821552,
Zambia,1979,5691749,7340.423673
Zimbabwe,1979,6921790,7328.188778
Afghanistan,1980,13248370,
Albania,1980,2671997,5442.066396
Algeria,1980,19337715,70016.13311
Andorra,1980,36067,1460.561084
Angola,1980,8929900,
Antigua & Barbuda,1980,73442,393.6673726
Argentina,1980,28105888,226327.9935
Armenia,1980,3099751,
Australia,1980,14692000,437741.3591
Austria,1980,7549433,207704.9683
Azerbaijan,1980,6150738,
Bahamas,1980,210661,4405.502
Bahrain,1980,359888,7624.221103
Bangladesh,1980,81470860,28626.91339
Barbados,1980,252194,3268.655033
Belarus,1980,9643000,
Belgium,1980,9859242,270892.4851
Belize,1980,144155,329.9420633
Benin,1980,3717165,2206.581861
Bhutan,1980,409172,165.1654391
Bolivia,1980,5589575,9202.739038
Bosnia & Herzegovina,1980,4179855,
Botswana,1980,1001158,1893.599921
Brazil,1980,121159761,1010383.853
Brunei,1980,193949,11519.00953
Bulgaria,1980,8861535,28567.89815
Burkina Faso,1980,6822843,2067.68823
Burundi,1980,4116817,1152.539828
Cambodia,1980,6692107,
Cameroon,1980,8618354,10732.71351
Canada,1980,24593000,781314.2855
Cape Verde,1980,286657,193.1559766
Central African Republic,1980,2279821,1243.687037
Chad,1980,4512042,1852.332481
Chile,1980,11266226,59061.27608
China,1980,981235000,341359.2983
Colombia,1980,27737900,104112.4123
Comoros,1980,307829,268.7794489
Congo,1980,1839935,4136.278039
"Congo, Dem. Republic",1980,26357462,21189.93181
Cook Islands,1980,,
Costa Rica,1980,2389310,11864.23139
Cote d'Ivoire,1980,8293675,16543.51882
Croatia,1980,4588000,
Cuba,1980,9835177,29980.07132
Cyprus,1980,685406,6701.406474
Czech Republic,1980,10304193,
Denmark,1980,5123027,186366.4692
Djibouti,1980,358960,
Dominica,1980,75314,192.6305375
Dominican Republic,1980,5809269,14669.15732
Ecuador,1980,7976445,29412.29589
Egypt,1980,44099142,52591.81915
El Salvador,1980,4580704,11777.51395
Equatorial Guinea,1980,255325,164.8236253
Eritrea,1980,2385540,
Estonia,1980,1477219,
Ethiopia,1980,35264898,
European Union (28),1980,459804913,8682466.503
Fiji,1980,635255,1860.10827
Finland,1980,4779535,122645.6779
France,1980,55340782,1492112.486
Gabon,1980,729159,8851.728062
Gambia,1980,604369,331.4013948
Georgia,1980,4467700,17596.18282
Germany,1980,78288576,2040543.924
Ghana,1980,10802028,9735.247868
Greece,1980,9642505,184587.67
Grenada,1980,89005,293.9593658
Guatemala,1980,7283459,18229.49391
Guinea,1980,4511902,
Guinea-Bissau,1980,800854,381.9012252
Guyana,1980,780153,1542.899192
Haiti,1980,5688836,
Honduras,1980,3678286,6020.792667
Hungary,1980,10711122,
Iceland,1980,228138,6079.519847
India,1980,696783517,271694.2078
Indonesia,1980,147490365,181537.0583
Iran,1980,38668220,165116.8139
Iraq,1980,13653356,45683.9997
Ireland,1980,3412800,57882.58273
Israel,1980,3878000,66779.05406
Italy,1980,56433883,1379816.606
Jamaica,1980,2163045,7946.483984
Japan,1980,116782000,2976675.809
Jordan,1980,2374422,7137.835212
